season,yr,mnth,holiday,weekday,workingday,weathersit,temp,hum,windspeed,cnt
spring,0,feb,0,tue,1,mist_cloudy,7.879134,82.9565,3.565271,1360
spring,0,feb,0,wed,1,mist_cloudy,10.66,77.5417,17.708636,1526
spring,0,feb,0,thu,1,clear,7.665237,43.7826,18.609384,1550
spring,0,feb,0,fri,1,mist_cloudy,8.663464,58.5217,8.565213,1708
spring,0,feb,0,sat,0,mist_cloudy,9.566653,92.9167,10.792293,1005
spring,0,feb,0,sun,0,clear,11.719153,56.8333,9.5006,1623
spring,0,feb,0,mon,1,clear,11.138347,73.8333,3.0423561,1712
spring,0,feb,0,tue,1,clear,9.054153,53.7917,24.25065,1530
spring,0,feb,0,wed,1,mist_cloudy,5.526103,49.4783,12.652213,1605
spring,0,feb,0,thu,1,clear,5.918268,43.7391,14.869645,1538
spring,0,feb,0,fri,1,clear,7.752731,50.6364,7.27285,1746
spring,0,feb,0,sat,0,clear,9.1225,54.4167,13.625589,1472
spring,0,feb,0,sun,0,clear,12.977402,45.7391,17.479161,1589
spring,0,feb,0,mon,1,clear,17.015,37.5833,27.999836,1913
spring,0,feb,0,tue,1,clear,10.909567,31.4348,19.522058,1815
spring,0,feb,0,wed,1,clear,13.048701,42.3478,16.869997,2115
spring,0,feb,0,thu,1,clear,17.869153,50.5,15.416968,2475
spring,0,feb,0,fri,1,clear,21.388347,51.6667,17.749975,2927
spring,0,feb,0,sat,0,clear,16.365847,18.7917,34.000021,1635
spring,0,feb,0,sun,0,clear,11.693897,40.7826,14.956745,1812
spring,0,feb,1,mon,0,mist_cloudy,12.436653,60.5,20.625682,1107
spring,0,feb,0,tue,1,clear,7.471102,57.7778,13.110761,1450
spring,0,feb,0,wed,1,clear,9.091299,42.3043,6.305571,1917
spring,0,feb,0,thu,1,mist_cloudy,12.121732,69.7391,16.783232,1807
spring,0,feb,0,fri,1,mist_cloudy,14.938268,71.2174,23.218113,1461
spring,0,feb,0,sat,0,clear,11.5825,53.7917,12.500257,1969
spring,0,feb,0,sun,0,clear,14.082598,68.0,8.391616,2402
spring,0,feb,0,mon,1,mist_cloudy,16.698193,87.6364,19.408962,1446
spring,0,mar,0,tue,1,clear,10.933347,53.5,14.500475,1851
spring,0,mar,0,wed,1,clear,13.735,44.9583,20.624811,2134
spring,0,mar,0,thu,1,clear,8.131653,31.8333,15.125518,1685
spring,0,mar,0,fri,1,mist_cloudy,10.728347,61.0417,13.624182,1944
spring,0,mar,0,sat,0,mist_cloudy,15.750847,78.9167,16.875357,2077
spring,0,mar,0,sun,0,mist_cloudy,15.437402,94.8261,23.000229,605
spring,0,mar,0,mon,1,clear,10.731299,55.1304,22.870584,1872
spring,0,mar,0,tue,1,clear,11.9925,42.0833,8.08355,2133
spring,0,mar,0,wed,1,mist_cloudy,12.129153,77.5417,14.75005,1891
spring,0,mar,0,thu,1,light_rain_snow,15.952731,58.0833,17.545759,623
spring,0,mar,0,fri,1,mist_cloudy,12.977402,64.9565,15.60899,1977
spring,0,mar,0,sat,0,clear,13.495847,59.4583,14.791925,2132
spring,0,mar,0,sun,0,clear,15.758268,52.7391,18.130468,2417
spring,0,mar,0,mon,1,clear,13.333897,49.6957,9.174042,2046
spring,0,mar,0,tue,1,mist_cloudy,13.013031,65.5652,12.348703,2056
spring,0,mar,0,wed,1,mist_cloudy,14.973897,77.6522,13.608839,2192
spring,0,mar,0,thu,1,clear,17.015,60.2917,14.041793,2744
spring,0,mar,0,fri,1,clear,22.14,52.5217,15.478139,3239
spring,0,mar,0,sat,0,clear,19.3725,37.9167,24.667189,3117
spring,0,mar,0,sun,0,clear,13.6325,47.375,13.917307,2471
summer,0,mar,0,mon,1,mist_cloudy,17.647835,73.7391,19.348461,2077
summer,0,mar,0,tue,1,clear,18.108347,62.4583,15.12525,2703
summer,0,mar,0,wed,1,mist_cloudy,14.225237,83.9565,15.695487,2121
summer,0,mar,0,thu,1,mist_cloudy,11.685,80.5833,16.333729,1865
summer,0,mar,0,fri,1,clear,10.830847,49.5,15.458575,2210
summer,0,mar,0,sat,0,clear,10.899153,39.4167,14.041257,2496
summer,0,mar,0,sun,0,mist_cloudy,10.374763,49.3913,12.3481,1693
summer,0,mar,0,mon,1,clear,10.838268,30.2174,14.217668,2028
summer,0,mar,0,tue,1,clear,12.4025,31.4167,15.208732,2425
summer,0,mar,0,wed,1,mist_cloudy,12.3,64.6667,11.583496,1536
summer,0,mar,0,thu,1,light_rain_snow,11.001653,91.8333,14.582282,1685
summer,0,apr,0,fri,1,mist_cloudy,12.3,68.625,17.333436,2227
summer,0,apr,0,sat,0,mist_cloudy,12.915,65.375,13.208782,2252
summer,0,apr,0,sun,0,clear,15.511653,48.0,12.208271,3249
summer,0,apr,0,mon,1,clear,23.506653,42.625,25.833257,3115
summer,0,apr,0,tue,1,mist_cloudy,16.980847,64.2083,26.000489,1795
summer,0,apr,0,wed,1,clear,16.024153,47.0833,17.625221,2808
summer,0,apr,0,thu,1,clear,17.9375,60.2917,10.874904,3141
summer,0,apr,0,fri,1,mist_cloudy,13.769153,83.625,15.208464,1471
summer,0,apr,0,sat,0,mist_cloudy,14.0425,87.75,8.916561,2455
summer,0,apr,0,sun,0,mist_cloudy,17.493347,85.75,9.833389,2895
summer,0,apr,0,mon,1,mist_cloudy,24.421732,71.6956,21.739758,3348
summer,0,apr,0,tue,1,mist_cloudy,20.6025,73.9167,18.416893,2034
summer,0,apr,0,wed,1,mist_cloudy,16.9125,81.9167,16.791339,2162
summer,0,apr,0,thu,1,clear,19.1675,54.0417,7.4169,3267
summer,0,apr,1,fri,0,clear,18.313347,67.125,15.167125,3126
summer,0,apr,0,sat,0,light_rain_snow,17.664153,88.8333,22.834136,795
summer,0,apr,0,sun,0,clear,18.723347,47.9583,20.334232,3744
summer,0,apr,0,mon,1,clear,21.0125,54.25,10.958989,3429
summer,0,apr,0,tue,1,mist_cloudy,20.739153,66.5833,10.584057,3204
summer,0,apr,0,wed,1,clear,24.395,61.4167,16.208975,3944
summer,0,apr,0,thu,1,clear,18.825847,40.7083,21.792286,4189
summer,0,apr,0,fri,1,mist_cloudy,13.803347,72.9583,14.707907,1683
summer,0,apr,0,sat,0,mist_cloudy,18.86,88.7917,15.458575,4036
summer,0,apr,0,sun,0,mist_cloudy,23.848347,81.0833,12.875725,4191
summer,0,apr,0,mon,1,clear,24.873347,77.6667,12.417311,4073
summer,0,apr,0,tue,1,clear,25.898347,72.9167,21.8755,4400
summer,0,apr,0,wed,1,mist_cloudy,25.42,83.5417,20.9174,3872
summer,0,apr,0,thu,1,mist_cloudy,25.3175,70.0833,21.500836,4058
summer,0,apr,0,fri,1,clear,20.91,45.7083,16.084221,4595
summer,0,apr,0,sat,0,clear,19.3725,50.3333,15.750025,5312
summer,0,may,0,sun,0,mist_cloudy,18.518347,76.2083,7.125718,3351
summer,0,may,0,mon,1,mist_cloudy,22.515847,73.0,12.291418,4401
summer,0,may,0,tue,1,mist_cloudy,25.283347,69.7083,22.958689,4451
summer,0,may,0,wed,1,mist_cloudy,16.980847,73.7083,22.042732,2633
summer,0,may,0,thu,1,clear,18.825847,44.4167,19.791264,4433
summer,0,may,0,fri,1,clear,19.645847,59.0,15.292482,4608
summer,0,may,0,sat,0,clear,21.32,54.125,10.75015,4714
summer,0,may,0,sun,0,clear,21.661653,63.1667,5.0007125,4333
summer,0,may,0,mon,1,clear,21.8325,58.875,11.792,4362
summer,0,may,0,tue,1,clear,21.8325,48.9167,7.749957,4803
summer,0,may,0,wed,1,clear,22.2425,63.2917,8.083014,4182
summer,0,may,0,thu,1,clear,21.935,74.75,12.707689,4864
summer,0,may,0,fri,1,mist_cloudy,21.0125,86.3333,12.041575,4105
summer,0,may,0,sat,0,mist_cloudy,21.354153,92.25,9.04165,3409
summer,0,may,0,sun,0,mist_cloudy,23.0625,86.7083,10.249593,4553
summer,0,may,0,mon,1,clear,23.6775,78.7917,8.500357,3958
summer,0,may,0,tue,1,mist_cloudy,23.028347,83.7917,18.582718,4123
summer,0,may,0,wed,1,mist_cloudy,22.55,87.0,13.499964,3855
summer,0,may,0,thu,1,mist_cloudy,21.764153,82.9583,7.250271,4575
summer,0,may,0,fri,1,clear,22.003347,71.9583,8.375871,4917
summer,0,may,0,sat,0,clear,24.7025,62.6667,8.08355,5805
summer,0,may,0,sun,0,clear,24.770847,74.9583,9.916536,4660
summer,0,may,0,mon,1,mist_cloudy,25.898347,81.0,15.667414,4274
summer,0,may,0,tue,1,mist_cloudy,27.06,74.0833,13.875164,4492
summer,0,may,0,wed,1,clear,27.094153,69.625,10.333611,4978
summer,0,may,0,thu,1,clear,29.041653,67.75,13.376014,4677
summer,0,may,0,fri,1,clear,27.948347,65.375,16.125493,4679
summer,0,may,0,sat,0,clear,26.889153,72.9583,15.416164,4758
summer,0,may,0,sun,0,clear,27.3675,81.875,14.333846,4788
summer,0,may,1,mon,0,clear,30.066653,68.5,8.792075,4098
summer,0,may,0,tue,1,clear,31.775,63.6667,7.459043,3982
summer,0,jun,0,wed,1,mist_cloudy,31.330847,67.7083,13.875164,3974
summer,0,jun,0,thu,1,clear,29.315,30.5,19.583229,4968
summer,0,jun,0,fri,1,clear,25.42,35.4167,16.959107,5312
summer,0,jun,0,sat,0,clear,26.035,45.625,8.250514,5342
summer,0,jun,0,sun,0,mist_cloudy,26.581653,65.25,9.292364,4906
summer,0,jun,0,mon,1,clear,27.811653,60.0,8.167032,4548
summer,0,jun,0,tue,1,clear,29.0075,59.7917,12.583136,4833
summer,0,jun,0,wed,1,clear,31.809153,62.2083,9.166739,4401
summer,0,jun,0,thu,1,mist_cloudy,33.141653,56.8333,10.042161,3915
summer,0,jun,0,fri,1,clear,30.955,60.5,9.417118,4586
summer,0,jun,0,sat,0,clear,29.725,65.4583,10.37495,4966
summer,0,jun,0,sun,0,clear,28.3925,74.7917,10.958989,4460
summer,0,jun,0,mon,1,clear,26.035,49.4583,20.45845,5020
summer,0,jun,0,tue,1,clear,24.770847,50.7083,18.041961,4891
summer,0,jun,0,wed,1,clear,25.693347,47.1667,11.250104,5180
summer,0,jun,0,thu,1,mist_cloudy,25.761653,68.8333,13.833557,3767
summer,0,jun,0,fri,1,clear,26.615847,73.5833,9.582943,4844
summer,0,jun,0,sat,0,clear,28.563347,67.0417,8.000336,5119
summer,0,jun,0,sun,0,mist_cloudy,28.665847,66.6667,6.834,4744
summer,0,jun,0,mon,1,mist_cloudy,26.035,74.625,10.416825,4010
fall,0,jun,0,tue,1,mist_cloudy,27.914153,77.0417,11.458675,4835
fall,0,jun,0,wed,1,clear,30.066653,70.75,11.541554,4507
fall,0,jun,0,thu,1,mist_cloudy,29.861653,70.3333,15.999868,4790
fall,0,jun,0,fri,1,clear,29.690847,57.3333,14.875675,4991
fall,0,jun,0,sat,0,clear,28.495,48.3333,14.041257,5202
fall,0,jun,0,sun,0,clear,27.88,51.3333,6.3337311,5305
fall,0,jun,0,mon,1,mist_cloudy,27.9825,65.8333,7.208396,4708
fall,0,jun,0,tue,1,clear,30.510847,63.4167,9.666961,4648
fall,0,jun,0,wed,1,clear,29.861653,49.7917,17.542007,5225
fall,0,jun,0,thu,1,clear,28.563347,43.4167,12.415904,5515
fall,0,jul,0,fri,1,clear,29.6225,39.625,6.874736,5362
fall,0,jul,0,sat,0,clear,30.271653,44.4583,7.709154,5119
fall,0,jul,0,sun,0,mist_cloudy,29.383347,68.25,15.333486,4649
fall,0,jul,1,mon,0,mist_cloudy,29.793347,63.7917,5.4591064,6043
fall,0,jul,0,tue,1,clear,30.613347,59.0417,8.459286,4665
fall,0,jul,0,wed,1,clear,29.52,74.3333,10.042161,4629
fall,0,jul,0,thu,1,clear,30.75,65.125,10.6664,4592
fall,0,jul,0,fri,1,mist_cloudy,29.075847,75.7917,15.083643,4040
fall,0,jul,0,sat,0,clear,30.066653,60.9167,11.250104,5336
fall,0,jul,0,sun,0,clear,30.6475,57.8333,12.292557,4881
fall,0,jul,0,mon,1,clear,31.2625,63.5833,18.916579,4086
fall,0,jul,0,tue,1,clear,32.560847,55.9167,13.417018,4258
fall,0,jul,0,wed,1,clear,30.613347,63.1667,9.790911,4342
fall,0,jul,0,thu,1,clear,27.914153,47.625,16.124689,5084
fall,0,jul,0,fri,1,clear,27.196653,59.125,12.249811,5538
fall,0,jul,0,sat,0,clear,28.153347,58.5,13.958914,5923
fall,0,jul,0,sun,0,clear,29.485847,60.4167,16.417211,5302
fall,0,jul,0,mon,1,clear,30.613347,65.125,14.458868,4458
fall,0,jul,0,tue,1,clear,31.843347,65.0417,8.7502,4541
fall,0,jul,0,wed,1,clear,31.501653,70.7083,7.625739,4332
fall,0,jul,0,thu,1,mist_cloudy,33.415,69.125,14.875407,3784
fall,0,jul,0,fri,1,clear,34.781653,58.0417,8.9177,3387
fall,0,jul,0,sat,0,clear,34.815847,50.0,8.791807,3285
fall,0,jul,0,sun,0,clear,34.03,55.0833,11.334457,3606
fall,0,jul,0,mon,1,clear,30.476653,75.7083,6.0841561,3840
fall,0,jul,0,tue,1,clear,31.638347,54.0833,13.417286,4590
fall,0,jul,0,wed,1,clear,31.775,40.2917,12.292021,4656
fall,0,jul,0,thu,1,clear,31.945847,58.3333,11.958093,4390
fall,0,jul,0,fri,1,clear,34.371653,54.25,11.667246,3846
fall,0,jul,0,sat,0,clear,32.970847,46.5833,11.291979,4475
fall,0,jul,0,sun,0,clear,33.039153,48.0833,11.042471,4302
fall,0,aug,0,mon,1,clear,31.638347,55.0833,10.500039,4266
fall,0,aug,0,tue,1,clear,32.116653,49.125,13.79195,4845
fall,0,aug,0,wed,1,mist_cloudy,29.998347,65.75,9.084061,3574
fall,0,aug,0,thu,1,mist_cloudy,29.11,75.75,13.20905,4576
fall,0,aug,0,fri,1,clear,29.144153,63.0833,12.374632,4866
fall,0,aug,0,sat,0,mist_cloudy,29.383347,75.5,15.29275,4294
fall,0,aug,0,sun,0,clear,30.4425,75.2917,13.499629,3785
fall,0,aug,0,mon,1,clear,31.365,59.2083,12.875725,4326
fall,0,aug,0,tue,1,clear,31.775,57.0417,10.125107,4602
fall,0,aug,0,wed,1,clear,31.433347,42.4167,13.417286,4780
fall,0,aug,0,thu,1,clear,29.4175,42.375,11.041332,4792
fall,0,aug,0,fri,1,clear,29.041653,41.5,8.416607,4905
fall,0,aug,0,sat,0,mist_cloudy,28.119153,72.9583,14.167418,4150
fall,0,aug,0,sun,0,mist_cloudy,27.743347,81.75,14.916411,3820
fall,0,aug,0,mon,1,clear,27.299153,71.2083,13.999918,4338
fall,0,aug,0,tue,1,clear,28.734153,57.8333,15.834043,4725
fall,0,aug,0,wed,1,clear,29.656653,57.5417,9.625689,4694
fall,0,aug,0,thu,1,clear,29.178347,65.4583,15.624936,3805
fall,0,aug,0,fri,1,mist_cloudy,28.085,72.2917,9.333636,4153
fall,0,aug,0,sat,0,clear,28.5975,67.4167,6.999289,5191
fall,0,aug,0,sun,0,clear,29.144153,77.0,16.666518,3873
fall,0,aug,0,mon,1,clear,28.358347,47.0,18.54225,4758
fall,0,aug,0,tue,1,clear,26.274153,45.5417,9.833121,5895
fall,0,aug,0,wed,1,clear,27.606653,60.5,16.958236,5130
fall,0,aug,0,thu,1,mist_cloudy,28.050847,77.1667,14.125811,3542
fall,0,aug,0,fri,1,clear,28.7,76.125,5.6254875,4661
fall,0,aug,0,sat,0,mist_cloudy,27.88,85.0,25.166339,1115
fall,0,aug,0,sun,0,clear,28.989419,56.1765,20.412153,4334
fall,0,aug,0,mon,1,clear,26.103347,55.4583,10.708275,4634
fall,0,aug,0,tue,1,clear,26.205847,54.8333,8.375536,5204
fall,0,aug,0,wed,1,clear,26.923347,59.7917,5.5833311,5058
fall,0,sep,0,thu,1,clear,26.855,63.9167,9.500332,5115
fall,0,sep,0,fri,1,mist_cloudy,26.376653,72.7083,9.375243,4727
fall,0,sep,0,sat,0,clear,27.435847,71.6667,12.416775,4484
fall,0,sep,0,sun,0,clear,29.075847,74.2083,13.833289,4940
fall,0,sep,1,mon,0,mist_cloudy,27.606653,79.0417,14.250632,3351
fall,0,sep,0,tue,1,light_rain_snow,22.14,88.6957,23.044181,2710
fall,0,sep,0,wed,1,light_rain_snow,24.565847,91.7083,6.5003936,1996
fall,0,sep,0,thu,1,light_rain_snow,25.990433,93.9565,12.914116,1842
fall,0,sep,0,fri,1,mist_cloudy,26.65,89.7917,8.333393,3544
fall,0,sep,0,sat,0,clear,27.06,75.375,10.291736,5345
fall,0,sep,0,sun,0,clear,26.786653,71.375,7.708618,5046
fall,0,sep,0,mon,1,clear,26.418268,69.2174,5.957171,4713
fall,0,sep,0,tue,1,clear,26.684153,71.25,9.500868,4763
fall,0,sep,0,wed,1,clear,27.606653,69.7083,11.2091,4785
fall,0,sep,0,thu,1,mist_cloudy,23.6775,70.9167,18.166782,3659
fall,0,sep,0,fri,1,mist_cloudy,19.235847,59.0417,11.000261,4760
fall,0,sep,0,sat,0,mist_cloudy,20.158347,71.8333,12.708225,4511
fall,0,sep,0,sun,0,clear,20.8075,69.5,11.958361,4274
fall,0,sep,0,mon,1,mist_cloudy,22.515847,69.0,10.166714,4539
fall,0,sep,0,tue,1,mist_cloudy,23.028347,88.125,9.041918,3641
fall,0,sep,0,wed,1,mist_cloudy,24.395,90.0,6.4590814,4352
fall,0,sep,0,thu,1,mist_cloudy,25.761653,90.2083,8.584375,4795
winter,0,sep,0,fri,1,mist_cloudy,24.975847,97.25,5.2505689,2395
winter,0,sep,0,sat,0,mist_cloudy,24.873347,86.25,5.2516811,5423
winter,0,sep,0,sun,0,mist_cloudy,26.000847,84.5,3.3754064,5010
winter,0,sep,0,mon,1,mist_cloudy,26.615847,84.8333,7.4169,4630
winter,0,sep,0,tue,1,mist_cloudy,26.103347,88.5417,7.917457,4120
winter,0,sep,0,wed,1,mist_cloudy,26.035,84.875,9.958143,3907
winter,0,sep,0,thu,1,clear,25.283347,69.9167,11.583161,4839
winter,0,sep,0,fri,1,clear,23.130847,64.75,13.833825,5202
winter,0,oct,0,sat,0,mist_cloudy,16.81,75.375,19.583832,2429
winter,0,oct,0,sun,0,mist_cloudy,14.623347,79.1667,14.874871,2918
winter,0,oct,0,mon,1,mist_cloudy,15.750847,76.0833,5.5841686,3570
winter,0,oct,0,tue,1,clear,19.850847,71.0,13.792218,4456
winter,0,oct,0,wed,1,clear,22.071653,64.7917,11.87575,4826
winter,0,oct,0,thu,1,clear,20.260847,62.0833,9.041918,4765
winter,0,oct,0,fri,1,clear,20.944153,68.4167,1.5002439,4985
winter,0,oct,0,sat,0,clear,21.388347,70.125,3.0420814,5409
winter,0,oct,0,sun,0,clear,22.174153,72.75,4.25115,5511
winter,0,oct,1,mon,0,clear,23.404153,73.375,2.8343814,5117
winter,0,oct,0,tue,1,mist_cloudy,23.233347,80.875,9.583814,4563
winter,0,oct,0,wed,1,light_rain_snow,22.276653,90.625,16.62605,2416
winter,0,oct,0,thu,1,mist_cloudy,24.155847,89.6667,9.499729,2913
winter,0,oct,0,fri,1,mist_cloudy,22.584153,71.625,15.000161,3644
winter,0,oct,0,sat,0,clear,20.773347,48.3333,17.291561,5217
winter,0,oct,0,sun,0,clear,20.978347,48.6667,18.875039,5041
winter,0,oct,0,mon,1,clear,21.900847,57.9583,11.750393,4570
winter,0,oct,0,tue,1,mist_cloudy,21.8325,70.1667,7.375829,4748
winter,0,oct,0,wed,1,light_rain_snow,22.211299,89.5217,16.303713,2424
winter,0,oct,0,thu,1,clear,19.509153,63.625,28.292425,4195
winter,0,oct,0,fri,1,clear,17.5275,57.4167,14.833532,4304
winter,0,oct,0,sat,0,clear,17.3225,62.9167,6.2086689,4308
winter,0,oct,0,sun,0,clear,17.288347,74.125,6.6673375,4381
winter,0,oct,0,mon,1,clear,18.996653,77.2083,7.959064,4187
winter,0,oct,0,tue,1,clear,19.338347,62.2917,11.166086,4687
winter,0,oct,0,wed,1,mist_cloudy,19.850847,72.0417,9.959014,3894
winter,0,oct,0,thu,1,mist_cloudy,19.27,81.2917,13.250121,2659
winter,0,oct,0,fri,1,mist_cloudy,13.564153,58.5833,15.375093,3747
winter,0,oct,0,sat,0,light_rain_snow,10.420847,88.25,23.541857,627
winter,0,oct,0,sun,0,clear,13.085847,62.375,11.833339,3331
winter,0,oct,0,mon,1,clear,13.94,70.3333,7.12545,3669
winter,0,nov,0,tue,1,clear,16.434153,68.375,9.083257,4068
winter,0,nov,0,wed,1,clear,15.4775,71.875,5.5001439,4186
winter,0,nov,0,thu,1,clear,16.741653,70.2083,9.166739,3974
winter,0,nov,0,fri,1,mist_cloudy,16.536653,62.25,18.209193,4046
winter,0,nov,0,sat,0,clear,13.393347,51.9167,12.667154,3926
winter,0,nov,0,sun,0,clear,14.281653,73.4583,6.1676314,3649
winter,0,nov,0,mon,1,clear,16.195,75.875,3.834075,4035
winter,0,nov,0,tue,1,clear,16.741653,72.1667,4.6255125,4205
winter,0,nov,0,wed,1,clear,16.4,75.8333,4.1671186,4109
winter,0,nov,0,thu,1,mist_cloudy,15.58,81.3333,12.667489,2933
winter,0,nov,1,fri,0,clear,13.290847,44.625,21.083225,3368
winter,0,nov,0,sat,0,clear,14.623347,55.2917,14.208154,4067
winter,0,nov,0,sun,0,clear,18.074153,45.8333,18.875307,3717
winter,0,nov,0,mon,1,clear,21.73,58.7083,20.541932,4486
winter,0,nov,0,tue,1,mist_cloudy,21.73,68.875,13.375411,4195
winter,0,nov,0,wed,1,light_rain_snow,18.723347,93.0,9.167543,1817
winter,0,nov,0,thu,1,mist_cloudy,14.008347,57.5833,20.459254,3053
winter,0,nov,0,fri,1,clear,11.240847,41.0,11.291711,3392
winter,0,nov,0,sat,0,clear,13.495847,50.2083,15.041232,3663
winter,0,nov,0,sun,0,mist_cloudy,18.996653,68.4583,12.45865,3520
winter,0,nov,0,mon,1,light_rain_snow,18.3475,91.0,9.249618,2765
winter,0,nov,0,tue,1,light_rain_snow,17.083347,96.25,7.959064,1607
winter,0,nov,0,wed,1,mist_cloudy,18.074153,75.7917,22.500275,2566
winter,0,nov,1,thu,0,clear,15.306653,54.9167,11.209368,1495
winter,0,nov,0,fri,1,clear,15.375,64.375,6.6260186,2792
winter,0,nov,0,sat,0,clear,15.409153,68.1667,4.5841936,3068
winter,0,nov,0,sun,0,clear,18.825847,69.8333,13.999918,3071
winter,0,nov,0,mon,1,clear,20.642598,74.3043,9.522174,3867
winter,0,nov,0,tue,1,mist_cloudy,18.791653,83.0833,17.292164,2914
winter,0,nov,0,wed,1,clear,13.325,61.3333,18.167586,3613
winter,0,dec,0,thu,1,clear,12.8125,52.4583,14.750586,3727
winter,0,dec,0,fri,1,clear,12.880847,62.5833,6.750518,3940
winter,0,dec,0,sat,0,clear,12.265847,61.2917,6.4174811,3614
winter,0,dec,0,sun,0,clear,13.564153,77.5833,5.6252061,3485
winter,0,dec,0,mon,1,mist_cloudy,15.819153,82.7083,4.1679561,3811
winter,0,dec,0,tue,1,light_rain_snow,18.9625,94.9583,15.583061,2594
winter,0,dec,0,wed,1,light_rain_snow,16.81,97.0417,17.833725,705
winter,0,dec,0,thu,1,clear,10.899153,58.0,16.083886,3322
winter,0,dec,0,fri,1,clear,11.924153,69.5833,5.5420189,3620
winter,0,dec,0,sat,0,clear,11.275,50.75,15.625807,3190
winter,0,dec,0,sun,0,clear,9.054153,49.0,4.4582939,2743
winter,0,dec,0,mon,1,clear,9.771653,67.0833,4.25115,3310
winter,0,dec,0,tue,1,clear,11.5825,59.0,9.41685,3523
winter,0,dec,0,wed,1,mist_cloudy,13.0175,66.375,4.0842061,3740
winter,0,dec,0,thu,1,mist_cloudy,17.3225,63.4167,17.958814,3709
winter,0,dec,0,fri,1,mist_cloudy,15.375,50.0417,17.458525,3577
winter,0,dec,0,sat,0,mist_cloudy,10.591653,56.0833,16.292189,2739
winter,0,dec,0,sun,0,clear,9.771653,58.625,11.375193,2431
winter,0,dec,0,mon,1,clear,11.343347,63.75,11.584032,3403
winter,0,dec,0,tue,1,mist_cloudy,15.819153,59.5417,4.1252436,3750
spring,0,dec,0,wed,1,mist_cloudy,17.561653,85.8333,14.8338,2660
spring,0,dec,0,thu,1,mist_cloudy,17.356653,75.75,3.167425,3068
spring,0,dec,0,fri,1,clear,15.306653,68.625,18.374482,2209
spring,0,dec,0,sat,0,clear,12.4025,54.25,12.750368,1011
spring,0,dec,0,sun,0,clear,11.266103,68.1304,10.391097,754
spring,0,dec,1,mon,0,clear,13.191299,50.6957,16.044155,1317
spring,0,dec,0,tue,1,mist_cloudy,13.325,76.25,12.62615,1162
spring,0,dec,0,wed,1,clear,12.26433,50.3913,19.695387,2302
spring,0,dec,0,thu,1,clear,10.181653,57.4167,8.000604,2423
spring,0,dec,0,fri,1,clear,12.778347,63.6667,9.000579,2999
spring,0,dec,0,sat,0,clear,16.81,61.5833,14.750318,2485
spring,1,jan,0,sun,0,clear,15.17,69.25,12.875189,2294
spring,1,jan,1,mon,0,clear,11.194763,38.1304,22.087555,1951
spring,1,jan,0,tue,1,clear,6.15,44.125,24.499957,2236
spring,1,jan,0,wed,1,mist_cloudy,4.4075,41.4583,12.3749,2368
spring,1,jan,0,thu,1,clear,10.899153,52.4167,8.709129,3272
spring,1,jan,0,fri,1,clear,13.700847,54.2083,11.249836,4098
spring,1,jan,0,sat,0,clear,16.126653,53.1667,11.708786,4521
